+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+-------------------+------------------+--------------------------+--------------------+----------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Elapsed - wo DAMO | Elapsed - w DAMO | Elapsed - w DAMO Default |     Overhead %     | Overhead-w-default % |
|  demo_s10000_a1000000_u2000000_n1024_m1024   |   demo   |      10000      |      1000000       |     2000000     |     1024    |     1024    |    40.265138139   |   48.590450727   |       45.364707662       | 20.676230041133937 |  12.664974612518861  |
|  demo_s10000_a1000000_u2000000_n1024_m2048   |   demo   |      10000      |      1000000       |     2000000     |     1024    |     2048    |    40.264851109   |   48.579000357   |       44.582115434       | 20.64865265611679  |  10.722166371143016  |
|  demo_s10000_a1000000_u2000000_n2048_m2048   |   demo   |      10000      |      1000000       |     2000000     |     2048    |     2048    |    40.251293327   |   54.693886505   |       44.490576517       | 35.881066132879056 |  10.532042177030746  |
|  demo_s10000_a1000000_u4000000_n1024_m1024   |   demo   |      10000      |      1000000       |     4000000     |     1024    |     1024    |    40.259802372   |   48.60036562    |       44.542994871       | 20.716850944605515 |  10.638881083973928  |
|  demo_s10000_a1000000_u4000000_n1024_m2048   |   demo   |      10000      |      1000000       |     4000000     |     1024    |     2048    |    40.257947084   |   48.546345985   |       44.426357088       |  20.5882304025734  |  10.354253770820526  |
|  demo_s10000_a1000000_u4000000_n2048_m2048   |   demo   |      10000      |      1000000       |     4000000     |     2048    |     2048    |    40.249023217   |   54.608754818   |       44.537544319       | 35.67721761489822  |  10.654969386160538  |
|  demo_s10000_a1000000_u8000000_n1024_m1024   |   demo   |      10000      |      1000000       |     8000000     |     1024    |     1024    |    40.261344451   |   48.583844066   |       44.451118887       | 20.671191507598266 |  10.406444427356762  |
|  demo_s10000_a1000000_u8000000_n1024_m2048   |   demo   |      10000      |      1000000       |     8000000     |     1024    |     2048    |    40.259012714   |   48.509089039   |       44.419916335       | 20.492495391301667 |  10.335334476677458  |
|  demo_s10000_a1000000_u8000000_n2048_m2048   |   demo   |      10000      |      1000000       |     8000000     |     2048    |     2048    |    40.257418055   |   54.496500159   |       44.380918595       | 35.37008281193407  |  10.242834089276256  |
|  demo_s10000_a2000000_u2000000_n1024_m1024   |   demo   |      10000      |      2000000       |     2000000     |     1024    |     1024    |    40.260018643   |   46.125615934   |       44.403179421       | 14.569286077615489 |  10.291005612140633  |
|  demo_s10000_a2000000_u2000000_n1024_m2048   |   demo   |      10000      |      2000000       |     2000000     |     1024    |     2048    |    40.254811223   |   47.126652782   |       44.699291452       | 17.070857744014724 |  11.040867150957103  |
|  demo_s10000_a2000000_u2000000_n2048_m2048   |   demo   |      10000      |      2000000       |     2000000     |     2048    |     2048    |    40.249840664   |   49.598531288   |       44.544133683       | 23.226652502904425 |  10.669093214177305  |
|  demo_s10000_a2000000_u4000000_n1024_m1024   |   demo   |      10000      |      2000000       |     4000000     |     1024    |     1024    |    40.242664942   |   46.058462525   |       44.411134415       | 14.45182020470578  |  10.358333572112672  |
|  demo_s10000_a2000000_u4000000_n1024_m2048   |   demo   |      10000      |      2000000       |     4000000     |     1024    |     2048    |    40.302834461   |   46.081908622   |       44.609413852       | 14.339125866177616 |  10.685549660700325  |
|  demo_s10000_a2000000_u4000000_n2048_m2048   |   demo   |      10000      |      2000000       |     4000000     |     2048    |     2048    |    40.265313256   |   49.64854838    |       44.463465281       | 23.303519494168572 |  10.426224672111363  |
|  demo_s10000_a2000000_u8000000_n1024_m1024   |   demo   |      10000      |      2000000       |     8000000     |     1024    |     1024    |    40.248252556   |   46.106288535   |       44.41669364        | 14.554758547217265 |  10.356825003023868  |
|  demo_s10000_a2000000_u8000000_n1024_m2048   |   demo   |      10000      |      2000000       |     8000000     |     1024    |     2048    |    40.25958898    |   46.085726565   |       44.405295765       | 14.47142837919754  |  10.297439417624183  |
|  demo_s10000_a2000000_u8000000_n2048_m2048   |   demo   |      10000      |      2000000       |     8000000     |     2048    |     2048    |    40.261388473   |   49.600441518   |       44.357247154       | 23.196053090078937 |  10.173167981394279  |
|  demo_s10000_a4000000_u4000000_n1024_m1024   |   demo   |      10000      |      4000000       |     4000000     |     1024    |     1024    |    40.255245068   |   44.848846581   |       44.339117525       | 11.41118754895266  |  10.144944963324495  |
|  demo_s10000_a4000000_u4000000_n1024_m2048   |   demo   |      10000      |      4000000       |     4000000     |     1024    |     2048    |    40.261874451   |   44.901903702   |       44.352354353       | 11.524623019345677 |  10.159685702110695  |
|  demo_s10000_a4000000_u4000000_n2048_m2048   |   demo   |      10000      |      4000000       |     4000000     |     2048    |     2048    |    40.25365944    |   46.101333711   |       44.613911235       | 14.52706251394669  |  10.831938898621544  |
|  demo_s10000_a4000000_u8000000_n1024_m1024   |   demo   |      10000      |      4000000       |     8000000     |     1024    |     1024    |    40.26032065    |   44.88964159    |       44.328222331       | 11.49847011961143  |  10.103997224373826  |
|  demo_s10000_a4000000_u8000000_n1024_m2048   |   demo   |      10000      |      4000000       |     8000000     |     1024    |     2048    |    40.253037136   |   45.876239721   |       44.382580608       | 13.969635548247675 |  10.258961225827028  |
|  demo_s10000_a4000000_u8000000_n2048_m2048   |   demo   |      10000      |      4000000       |     8000000     |     2048    |     2048    |    40.256327558   |   47.11406733    |       44.639396003       | 17.035184747340868 |  10.887899395902464  |
|   demo_s1000_a1000000_u1000000_n1024_m1024   |   demo   |       1000      |      1000000       |     1000000     |     1024    |     1024    |    40.254862254   |   49.574226715   |       44.375665926       | 23.15090386397723  |  10.236784927988491  |
|   demo_s1000_a1000000_u1000000_n1024_m2048   |   demo   |       1000      |      1000000       |     1000000     |     1024    |     2048    |    40.262624908   |   49.601716869   |       45.508244217       | 23.19543741209075  |  13.028508004597878  |
|   demo_s1000_a1000000_u1000000_n2048_m2048   |   demo   |       1000      |      1000000       |     1000000     |     2048    |     2048    |    40.257060674   |   54.695070354   |       44.388782844       | 35.864540128546395 |  10.263347847123043  |
|   demo_s1000_a1000000_u2000000_n1024_m1024   |   demo   |       1000      |      1000000       |     2000000     |     1024    |     1024    |    40.24292385    |   49.562967642   |       44.466345373       |  23.1594598512255  |  10.49481776906229   |
|   demo_s1000_a1000000_u2000000_n1024_m2048   |   demo   |       1000      |      1000000       |     2000000     |     1024    |     2048    |    40.270694197   |   49.624457057   |       44.350313481       | 23.22722030626634  |  10.130491577927451  |
|   demo_s1000_a1000000_u2000000_n2048_m2048   |   demo   |       1000      |      1000000       |     2000000     |     2048    |     2048    |    40.25502192    |   54.501384109   |       44.368348043       | 35.39027308769629  |  10.218168881325006  |
|   demo_s1000_a1000000_u4000000_n1024_m1024   |   demo   |       1000      |      1000000       |     4000000     |     1024    |     1024    |    40.255083737   |   49.567819454   |       45.516110206       | 23.134309638611704 |  13.06922251950103   |
|   demo_s1000_a1000000_u4000000_n1024_m2048   |   demo   |       1000      |      1000000       |     4000000     |     1024    |     2048    |    40.260712107   |   52.383705631   |       44.375132612       | 30.111224788525803 |   10.2194429499041   |
|   demo_s1000_a1000000_u4000000_n2048_m2048   |   demo   |       1000      |      1000000       |     4000000     |     2048    |     2048    |    40.254519231   |   54.689810514   |        44.4812971        | 35.86005138991545  |  10.50013253106984   |
|   demo_s1000_a1000000_u8000000_n1024_m1024   |   demo   |       1000      |      1000000       |     8000000     |     1024    |     1024    |    40.262531127   |   49.528452344   |       44.509913325       | 23.01375735115243  |  10.549218042458607  |
|   demo_s1000_a1000000_u8000000_n1024_m2048   |   demo   |       1000      |      1000000       |     8000000     |     1024    |     2048    |    40.246851419   |   49.580817399   |       45.296549407       | 23.191791782235054 |  12.546814992876943  |
|   demo_s1000_a1000000_u8000000_n2048_m2048   |   demo   |       1000      |      1000000       |     8000000     |     2048    |     2048    |    40.247703668   |   54.565893731   |       44.464591032       | 35.575172638691576 |  10.47733654268765   |
|   demo_s1000_a2000000_u2000000_n1024_m1024   |   demo   |       1000      |      2000000       |     2000000     |     1024    |     1024    |    40.247557416   |   47.093864255   |       44.416490485       | 17.010490272083747 |  10.358226279199446  |
|   demo_s1000_a2000000_u2000000_n1024_m2048   |   demo   |       1000      |      2000000       |     2000000     |     1024    |     2048    |    40.261948522   |   47.126779758   |       44.38855429        | 17.050419783456107 |  10.249394079238709  |
|   demo_s1000_a2000000_u2000000_n2048_m2048   |   demo   |       1000      |      2000000       |     2000000     |     2048    |     2048    |    40.254884295   |   49.568850966   |       44.414570288       | 23.13748215680967  |  10.33336964159818   |
|   demo_s1000_a2000000_u4000000_n1024_m1024   |   demo   |       1000      |      2000000       |     4000000     |     1024    |     1024    |    40.249984561   |   47.08211773    |       45.606636544       | 16.97425040907956  |  13.308457236503632  |
|   demo_s1000_a2000000_u4000000_n1024_m2048   |   demo   |       1000      |      2000000       |     4000000     |     1024    |     2048    |    40.246970107   |   47.118226276   |       44.481934525       | 17.072729079312502 |  10.522442824244864  |
|   demo_s1000_a2000000_u4000000_n2048_m2048   |   demo   |       1000      |      2000000       |     4000000     |     2048    |     2048    |    40.262405967   |   49.62030977    |       44.379401011       | 23.24228663997366  |  10.225407412002115  |
|   demo_s1000_a2000000_u8000000_n1024_m1024   |   demo   |       1000      |      2000000       |     8000000     |     1024    |     1024    |    40.255449256   |   47.089826654   |       44.40239454        | 16.97752111655132  |  10.301574968466934  |
|   demo_s1000_a2000000_u8000000_n1024_m2048   |   demo   |       1000      |      2000000       |     8000000     |     1024    |     2048    |    40.261761493   |   47.132645746   |       45.437921782       | 17.065533146617508 |  12.856268819485042  |
|   demo_s1000_a2000000_u8000000_n2048_m2048   |   demo   |       1000      |      2000000       |     8000000     |     2048    |     2048    |    40.264541918   |   49.553205887   |       44.348570481       | 23.06909138049218  |  10.14299025509158   |
|   demo_s1000_a4000000_u4000000_n1024_m1024   |   demo   |       1000      |      4000000       |     4000000     |     1024    |     1024    |    40.245505181   |   45.876267559   |       44.329949303       | 13.99103416065031  |  10.14882060401686   |
|   demo_s1000_a4000000_u4000000_n1024_m2048   |   demo   |       1000      |      4000000       |     4000000     |     1024    |     2048    |    40.257073414   |   45.849397923   |       44.352299346       | 13.891532679211565 |  10.172686647847156  |
|   demo_s1000_a4000000_u4000000_n2048_m2048   |   demo   |       1000      |      4000000       |     4000000     |     2048    |     2048    |    40.262985113   |   47.129976562   |       44.373085334       | 17.055346069665383 |  10.208135858443704  |
|   demo_s1000_a4000000_u8000000_n1024_m1024   |   demo   |       1000      |      4000000       |     8000000     |     1024    |     1024    |    40.295600071   |   45.910923068   |       45.488243145       | 13.935325412962998 |  12.886377333631135  |
|   demo_s1000_a4000000_u8000000_n1024_m2048   |   demo   |       1000      |      4000000       |     8000000     |     1024    |     2048    |    40.276295359   |   45.907961401   |       44.406927708       | 13.982582041874828 |  10.255740534678988  |
|   demo_s1000_a4000000_u8000000_n2048_m2048   |   demo   |       1000      |      4000000       |     8000000     |     2048    |     2048    |    40.243879367   |   47.113016541   |       44.392745689       | 17.06877488464171  |  10.309310104438083  |
| mem_perf_s1000_a1000000_u1000000_n1024_m1024 | mem_perf |       1000      |      1000000       |     1000000     |     1024    |     1024    |    28.834621404   |   36.035405212   |       36.222066715       | 24.97270107039135  |  25.620053086513543  |
| mem_perf_s1000_a1000000_u1000000_n1024_m2048 | mem_perf |       1000      |      1000000       |     1000000     |     1024    |     2048    |    28.819737887   |   39.134846086   |       35.570104438       | 35.79181823042513  |  23.422720142243058  |
| mem_perf_s1000_a1000000_u1000000_n2048_m2048 | mem_perf |       1000      |      1000000       |     1000000     |     2048    |     2048    |    28.834518458   |   39.448924197   |       34.630571279       | 36.81145483480435  |  20.101091091368346  |
| mem_perf_s1000_a1000000_u2000000_n1024_m1024 | mem_perf |       1000      |      1000000       |     2000000     |     1024    |     1024    |    28.831354283   |   37.179627495   |       33.643367559       | 28.95553615017814  |  16.690208960587515  |
| mem_perf_s1000_a1000000_u2000000_n1024_m2048 | mem_perf |       1000      |      1000000       |     2000000     |     1024    |     2048    |    28.819865407   |   37.884705802   |       35.935572021       | 31.453444584089752 |  24.69028398818156   |
| mem_perf_s1000_a1000000_u2000000_n2048_m2048 | mem_perf |       1000      |      1000000       |     2000000     |     2048    |     2048    |    28.823497099   |   39.425030877   |       36.026557123       | 36.780872708078874 |  24.990236261962483  |
| mem_perf_s1000_a1000000_u4000000_n1024_m1024 | mem_perf |       1000      |      1000000       |     4000000     |     1024    |     1024    |    28.825083456   |   36.024115588   |       36.143407013       | 24.974887385803928 |  25.388733282146575  |
| mem_perf_s1000_a1000000_u4000000_n1024_m2048 | mem_perf |       1000      |      1000000       |     4000000     |     1024    |     2048    |    28.824127713   |   37.85372909    |       35.580773258       | 31.32653819365209  |  23.440936746726525  |
| mem_perf_s1000_a1000000_u4000000_n2048_m2048 | mem_perf |       1000      |      1000000       |     4000000     |     2048    |     2048    |    28.827196305   |   39.458338504   |       35.693278452       | 36.87886288530963  |  23.81807122119988   |
+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+-------------------+------------------+--------------------------+--------------------+----------------------+
