+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+------------------------+-----------------------+--------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Time Elapsed - wo DAMO | Time Elapsed - w DAMO |     Overhead %     |
|     100mb_s10000_a10000_u10000_n64_m512      |  100mb   |      10000      |       10000        |      10000      |      64     |     512     |      5.177685053       |      12.555174316     | 142.48624988739732 |
|      100mb_s10000_a10000_u10000_n64_m64      |  100mb   |      10000      |       10000        |      10000      |      64     |      64     |      5.176165336       |      11.14441056      | 115.3024456636097  |
|  100mb_s1000_a1000000_u1000000_n1024_m1024   |  100mb   |       1000      |      1000000       |     1000000     |     1024    |     1024    |      5.176624197       |      10.060849478     | 94.35155219168792  |
|  100mb_s1000_a1000000_u1000000_n1024_m2048   |  100mb   |       1000      |      1000000       |     1000000     |     1024    |     2048    |      5.176631916       |      10.085715551     | 94.83161473828073  |
|   100mb_s1000_a1000000_u1000000_n16_m1024    |  100mb   |       1000      |      1000000       |     1000000     |      16     |     1024    |       5.17630848       |      9.496208693      | 83.45523126550601  |
|    100mb_s1000_a1000000_u1000000_n16_m16     |  100mb   |       1000      |      1000000       |     1000000     |      16     |      16     |      5.174387741       |      9.459365307      | 82.81129634038378  |
|   100mb_s1000_a1000000_u1000000_n16_m2048    |  100mb   |       1000      |      1000000       |     1000000     |      16     |     2048    |       5.17647936       |      9.465283437      | 82.85175654597799  |
|    100mb_s1000_a1000000_u1000000_n16_m512    |  100mb   |       1000      |      1000000       |     1000000     |      16     |     512     |      5.178579281       |      9.501344104      | 83.47395276654449  |
|    100mb_s1000_a1000000_u1000000_n16_m64     |  100mb   |       1000      |      1000000       |     1000000     |      16     |      64     |      5.175469261       |       9.49081699      | 83.38080107090025  |
|  100mb_s1000_a1000000_u1000000_n2048_m2048   |  100mb   |       1000      |      1000000       |     1000000     |     2048    |     2048    |      5.176896769       |      10.751942859     | 107.6908877801886  |
|   100mb_s1000_a1000000_u1000000_n512_m1024   |  100mb   |       1000      |      1000000       |     1000000     |     512     |     1024    |       5.17809144       |      9.764109201      | 88.56579328772919  |
|   100mb_s1000_a1000000_u1000000_n512_m2048   |  100mb   |       1000      |      1000000       |     1000000     |     512     |     2048    |      5.174027334       |      9.809810851      | 89.59719803830475  |
|   100mb_s1000_a1000000_u1000000_n512_m512    |  100mb   |       1000      |      1000000       |     1000000     |     512     |     512     |      5.177459746       |      9.739631605      | 88.11602760455337  |
|   100mb_s1000_a1000000_u1000000_n64_m1024    |  100mb   |       1000      |      1000000       |     1000000     |      64     |     1024    |      5.177315401       |       9.53521793      | 84.17301615733646  |
|   100mb_s1000_a1000000_u1000000_n64_m2048    |  100mb   |       1000      |      1000000       |     1000000     |      64     |     2048    |      5.178769238       |      9.500886123      |  83.4583795177784  |
|    100mb_s1000_a1000000_u1000000_n64_m512    |  100mb   |       1000      |      1000000       |     1000000     |      64     |     512     |      5.178630709       |      9.535052886      |  84.1230514743777  |
|    100mb_s1000_a1000000_u1000000_n64_m64     |  100mb   |       1000      |      1000000       |     1000000     |      64     |      64     |      5.178501147       |      9.512988649      | 83.70158428005847  |
|   100mb_s1000_a100000_u1000000_n1024_m1024   |  100mb   |       1000      |       100000       |     1000000     |     1024    |     1024    |      5.176354206       |      14.996051207     | 189.7029571434239  |
|   100mb_s1000_a100000_u1000000_n1024_m2048   |  100mb   |       1000      |       100000       |     1000000     |     1024    |     2048    |      5.178232027       |      14.939453178     | 188.5049009025412  |
|    100mb_s1000_a100000_u1000000_n16_m1024    |  100mb   |       1000      |       100000       |     1000000     |      16     |     1024    |      5.176691913       |      9.604235506      | 85.52843529052411  |
|     100mb_s1000_a100000_u1000000_n16_m16     |  100mb   |       1000      |       100000       |     1000000     |      16     |      16     |      5.177365151       |      9.566876161      | 84.78272020570488  |
|    100mb_s1000_a100000_u1000000_n16_m2048    |  100mb   |       1000      |       100000       |     1000000     |      16     |     2048    |      5.177124388       |      9.588040943      | 85.20012702851054  |
|    100mb_s1000_a100000_u1000000_n16_m512     |  100mb   |       1000      |       100000       |     1000000     |      16     |     512     |      5.176440947       |      9.603687886      | 85.52685106097474  |
|     100mb_s1000_a100000_u1000000_n16_m64     |  100mb   |       1000      |       100000       |     1000000     |      16     |      64     |       5.17744703       |      9.599842303      | 85.41652376885837  |
|   100mb_s1000_a100000_u1000000_n2048_m2048   |  100mb   |       1000      |       100000       |     1000000     |     2048    |     2048    |      5.176932605       |      20.84898699      | 302.72857656797714 |
|   100mb_s1000_a100000_u1000000_n512_m1024    |  100mb   |       1000      |       100000       |     1000000     |     512     |     1024    |      5.175067433       |      13.829450046     | 167.23226750270638 |
|   100mb_s1000_a100000_u1000000_n512_m2048    |  100mb   |       1000      |       100000       |     1000000     |     512     |     2048    |      5.174587326       |      13.276999653     | 156.58084049116306 |
|    100mb_s1000_a100000_u1000000_n512_m512    |  100mb   |       1000      |       100000       |     1000000     |     512     |     512     |      5.176516828       |      12.198823661     | 135.65698840224076 |
|    100mb_s1000_a100000_u1000000_n64_m1024    |  100mb   |       1000      |       100000       |     1000000     |      64     |     1024    |      5.176638913       |       9.88692875      |  90.9912766983058  |
|    100mb_s1000_a100000_u1000000_n64_m2048    |  100mb   |       1000      |       100000       |     1000000     |      64     |     2048    |      5.175146175       |      9.880902786      | 90.92992645758456  |
|    100mb_s1000_a100000_u1000000_n64_m512     |  100mb   |       1000      |       100000       |     1000000     |      64     |     512     |      5.178726879       |      9.864524854      | 90.48165860997901  |
|     100mb_s1000_a100000_u1000000_n64_m64     |  100mb   |       1000      |       100000       |     1000000     |      64     |      64     |      5.176927556       |      9.787624791      | 89.06242525368653  |
|   100mb_s1000_a100000_u100000_n1024_m1024    |  100mb   |       1000      |       100000       |      100000     |     1024    |     1024    |      5.178195686       |      15.235198203     | 194.21827846696794 |
|   100mb_s1000_a100000_u100000_n1024_m2048    |  100mb   |       1000      |       100000       |      100000     |     1024    |     2048    |      5.176720598       |      15.005268415     | 189.8605039800141  |
|    100mb_s1000_a100000_u100000_n16_m1024     |  100mb   |       1000      |       100000       |      100000     |      16     |     1024    |      5.174774775       |      9.593405965      | 85.38789381418054  |
|     100mb_s1000_a100000_u100000_n16_m16      |  100mb   |       1000      |       100000       |      100000     |      16     |      16     |      5.176345305       |      9.548034977      | 84.45513995708987  |
|    100mb_s1000_a100000_u100000_n16_m2048     |  100mb   |       1000      |       100000       |      100000     |      16     |     2048    |      5.177534871       |      9.595200158      |  85.3237186627922  |
|     100mb_s1000_a100000_u100000_n16_m512     |  100mb   |       1000      |       100000       |      100000     |      16     |     512     |      5.177857948       |       9.57736716      | 84.96774643459185  |
|     100mb_s1000_a100000_u100000_n16_m64      |  100mb   |       1000      |       100000       |      100000     |      16     |      64     |      5.176949187       |      9.589868736      | 85.24170104047806  |
|   100mb_s1000_a100000_u100000_n2048_m2048    |  100mb   |       1000      |       100000       |      100000     |     2048    |     2048    |      5.175372688       |      20.924256571     | 304.30434352131823 |
|    100mb_s1000_a100000_u100000_n512_m1024    |  100mb   |       1000      |       100000       |      100000     |     512     |     1024    |      5.175453084       |      13.720478115     | 165.10680113045734 |
|    100mb_s1000_a100000_u100000_n512_m2048    |  100mb   |       1000      |       100000       |      100000     |     512     |     2048    |       5.18077151       |      13.138528391     | 153.60177274060095 |
|    100mb_s1000_a100000_u100000_n512_m512     |  100mb   |       1000      |       100000       |      100000     |     512     |     512     |      5.176028504       |      12.192655614     | 135.56005544748447 |
|    100mb_s1000_a100000_u100000_n64_m1024     |  100mb   |       1000      |       100000       |      100000     |      64     |     1024    |      5.178294004       |      9.904654481      | 91.27254021013675  |
|    100mb_s1000_a100000_u100000_n64_m2048     |  100mb   |       1000      |       100000       |      100000     |      64     |     2048    |      5.178499815       |      9.909226848      | 91.35323360053067  |
|     100mb_s1000_a100000_u100000_n64_m512     |  100mb   |       1000      |       100000       |      100000     |      64     |     512     |       5.17371278       |      9.945817867      | 92.23753404803429  |
|     100mb_s1000_a100000_u100000_n64_m64      |  100mb   |       1000      |       100000       |      100000     |      64     |      64     |      5.205232586       |      9.799141929      | 88.25560178340125  |
|   100mb_s1000_a10000_u1000000_n1024_m1024    |  100mb   |       1000      |       10000        |     1000000     |     1024    |     1024    |      5.178261599       |      57.212326353     | 1004.8558528609015 |
|   100mb_s1000_a10000_u1000000_n1024_m2048    |  100mb   |       1000      |       10000        |     1000000     |     1024    |     2048    |      5.177076439       |      58.779244689     | 1035.3752524533666 |
|    100mb_s1000_a10000_u1000000_n16_m1024     |  100mb   |       1000      |       10000        |     1000000     |      16     |     1024    |      5.176155502       |      21.60618432      | 317.4176048546387  |
|     100mb_s1000_a10000_u1000000_n16_m16      |  100mb   |       1000      |       10000        |     1000000     |      16     |      16     |      5.176718808       |      10.23766434      | 97.76357804443451  |
|    100mb_s1000_a10000_u1000000_n16_m2048     |  100mb   |       1000      |       10000        |     1000000     |      16     |     2048    |      5.175262847       |      10.802469309     | 108.73276639971982 |
|     100mb_s1000_a10000_u1000000_n16_m512     |  100mb   |       1000      |       10000        |     1000000     |      16     |     512     |      5.175224568       |      14.643075034     | 182.9456933046466  |
|     100mb_s1000_a10000_u1000000_n16_m64      |  100mb   |       1000      |       10000        |     1000000     |      16     |      64     |      5.177847942       |      10.696181499     | 106.57581332657837 |
|   100mb_s1000_a10000_u1000000_n2048_m2048    |  100mb   |       1000      |       10000        |     1000000     |     2048    |     2048    |      5.173668717       |     111.908078106     | 2063.0313850263483 |
|    100mb_s1000_a10000_u1000000_n512_m1024    |  100mb   |       1000      |       10000        |     1000000     |     512     |     1024    |      5.178120844       |      36.015983849     | 595.5415861090321  |
|    100mb_s1000_a10000_u1000000_n512_m2048    |  100mb   |       1000      |       10000        |     1000000     |     512     |     2048    |      5.175438899       |      52.309173171     | 910.7195581249581  |
|    100mb_s1000_a10000_u1000000_n512_m512     |  100mb   |       1000      |       10000        |     1000000     |     512     |     512     |      5.176472824       |      33.297990718     | 543.2563610421844  |
|    100mb_s1000_a10000_u1000000_n64_m1024     |  100mb   |       1000      |       10000        |     1000000     |      64     |     1024    |      5.179657274       |      27.587025973     | 432.60330778016646 |
|    100mb_s1000_a10000_u1000000_n64_m2048     |  100mb   |       1000      |       10000        |     1000000     |      64     |     2048    |      5.176722505       |      29.32534714      | 466.48481952964954 |
