+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+------------------------+-----------------------+--------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Time Elapsed - wo DAMO | Time Elapsed - w DAMO |     Overhead %     |
|     200mb_s1000_a1000_u100000_n512_m1024     |  200mb   |       1000      |        1000        |      100000     |     512     |     1024    |      5.193199834       |      81.313149583     | 1465.761999964664  |
|     200mb_s1000_a1000_u100000_n512_m2048     |  200mb   |       1000      |        1000        |      100000     |     512     |     2048    |      5.194125533       |     126.191846631     | 2329.5109124579562 |
|     200mb_s1000_a1000_u100000_n512_m512      |  200mb   |       1000      |        1000        |      100000     |     512     |     512     |      5.188623979       |      82.438425809     | 1488.8302205489229 |
|     200mb_s1000_a1000_u100000_n64_m1024      |  200mb   |       1000      |        1000        |      100000     |      64     |     1024    |      5.190443812       |      53.684583467     | 934.2965921889843  |
|     200mb_s1000_a1000_u100000_n64_m2048      |  200mb   |       1000      |        1000        |      100000     |      64     |     2048    |      5.192426043       |      58.825023347     | 1032.900552840864  |
|      200mb_s1000_a1000_u100000_n64_m512      |  200mb   |       1000      |        1000        |      100000     |      64     |     512     |      5.189549882       |      38.585592085     | 643.5248328344327  |
|      200mb_s1000_a1000_u100000_n64_m64       |  200mb   |       1000      |        1000        |      100000     |      64     |      64     |      5.191889404       |      18.266472838     | 251.82707905771093 |
|     200mb_s1000_a1000_u10000_n1024_m1024     |  200mb   |       1000      |        1000        |      10000      |     1024    |     1024    |      5.190948233       |     140.209065973     |  2601.02994057348  |
|     200mb_s1000_a1000_u10000_n1024_m2048     |  200mb   |       1000      |        1000        |      10000      |     1024    |     2048    |      5.193370532       |     151.148429752     | 2810.4110484832245 |
|      200mb_s1000_a1000_u10000_n16_m1024      |  200mb   |       1000      |        1000        |      10000      |      16     |     1024    |      5.190178093       |      48.634109327     | 837.0412432011319  |
|       200mb_s1000_a1000_u10000_n16_m16       |  200mb   |       1000      |        1000        |      10000      |      16     |      16     |      5.192911697       |      11.523622894     | 121.91062676180916 |
|      200mb_s1000_a1000_u10000_n16_m2048      |  200mb   |       1000      |        1000        |      10000      |      16     |     2048    |      5.191663307       |      49.559428944     | 854.5963598444116  |
|      200mb_s1000_a1000_u10000_n16_m512       |  200mb   |       1000      |        1000        |      10000      |      16     |     512     |      5.193237549       |      36.106059645     | 595.2514554615842  |
|       200mb_s1000_a1000_u10000_n16_m64       |  200mb   |       1000      |        1000        |      10000      |      16     |      64     |      5.190272702       |      14.06709544      | 171.0280605213564  |
|     200mb_s1000_a1000_u10000_n2048_m2048     |  200mb   |       1000      |        1000        |      10000      |     2048    |     2048    |      5.191861075       |     263.557756607     | 4976.363808656031  |
|     200mb_s1000_a1000_u10000_n512_m1024      |  200mb   |       1000      |        1000        |      10000      |     512     |     1024    |      5.190480398       |      88.355573519     | 1602.2619631324537 |
|     200mb_s1000_a1000_u10000_n512_m2048      |  200mb   |       1000      |        1000        |      10000      |     512     |     2048    |      5.191318838       |      126.76284853     | 2341.8235998549544 |
|      200mb_s1000_a1000_u10000_n512_m512      |  200mb   |       1000      |        1000        |      10000      |     512     |     512     |      5.191500103       |      77.673716332     | 1396.1709484916482 |
|      200mb_s1000_a1000_u10000_n64_m1024      |  200mb   |       1000      |        1000        |      10000      |      64     |     1024    |      5.192532398       |      56.014565184     |  978.752348383518  |
|      200mb_s1000_a1000_u10000_n64_m2048      |  200mb   |       1000      |        1000        |      10000      |      64     |     2048    |      5.189585471       |      63.984714602     | 1132.9446149322316 |
|      200mb_s1000_a1000_u10000_n64_m512       |  200mb   |       1000      |        1000        |      10000      |      64     |     512     |      5.190570454       |      38.423990493     | 640.2652720644488  |
|       200mb_s1000_a1000_u10000_n64_m64       |  200mb   |       1000      |        1000        |      10000      |      64     |      64     |      5.189632798       |      17.678893434     | 240.65788702455322 |
|     200mb_s1000_a1000_u1000_n1024_m1024      |  200mb   |       1000      |        1000        |       1000      |     1024    |     1024    |      5.192153521       |     142.775294934     | 2649.828069538701  |
|     200mb_s1000_a1000_u1000_n1024_m2048      |  200mb   |       1000      |        1000        |       1000      |     1024    |     2048    |      5.193408902       |     159.049031287     | 2962.517015090987  |
|      200mb_s1000_a1000_u1000_n16_m1024       |  200mb   |       1000      |        1000        |       1000      |      16     |     1024    |      5.191088407       |      48.528967191     | 834.8514875138784  |
|       200mb_s1000_a1000_u1000_n16_m16        |  200mb   |       1000      |        1000        |       1000      |      16     |      16     |      5.190686117       |      11.604086335     | 123.55592446623756 |
|      200mb_s1000_a1000_u1000_n16_m2048       |  200mb   |       1000      |        1000        |       1000      |      16     |     2048    |      5.193365113       |      52.154326082     | 904.2491707630493  |
|       200mb_s1000_a1000_u1000_n16_m512       |  200mb   |       1000      |        1000        |       1000      |      16     |     512     |      5.191525396       |      35.933727527     | 592.1612587060915  |
|       200mb_s1000_a1000_u1000_n16_m64        |  200mb   |       1000      |        1000        |       1000      |      16     |      64     |      5.202017744       |      14.117740947     | 171.38971148807366 |
|     200mb_s1000_a1000_u1000_n2048_m2048      |  200mb   |       1000      |        1000        |       1000      |     2048    |     2048    |      5.191560389       |     255.826620859     | 4827.740441988337  |
|      200mb_s1000_a1000_u1000_n512_m1024      |  200mb   |       1000      |        1000        |       1000      |     512     |     1024    |      5.192575677       |      82.448180807     | 1487.8089398330017 |
|      200mb_s1000_a1000_u1000_n512_m2048      |  200mb   |       1000      |        1000        |       1000      |     512     |     2048    |      5.191976528       |      124.33158728     | 2294.6870061813192 |
|      200mb_s1000_a1000_u1000_n512_m512       |  200mb   |       1000      |        1000        |       1000      |     512     |     512     |       5.1914392        |      77.529401413     | 1393.4086373004234 |
|      200mb_s1000_a1000_u1000_n64_m1024       |  200mb   |       1000      |        1000        |       1000      |      64     |     1024    |      5.193287107       |      55.365017292     | 966.0881278328294  |
|      200mb_s1000_a1000_u1000_n64_m2048       |  200mb   |       1000      |        1000        |       1000      |      64     |     2048    |      5.192448705       |      64.390807629     | 1140.0855797958236 |
|       200mb_s1000_a1000_u1000_n64_m512       |  200mb   |       1000      |        1000        |       1000      |      64     |     512     |      5.189098718       |      38.261429164     | 637.3424797504496  |
|       200mb_s1000_a1000_u1000_n64_m64        |  200mb   |       1000      |        1000        |       1000      |      64     |      64     |      5.189987145       |      17.608976057     | 239.2874696031641  |
|  2mb_s1000000_a1000000_u1000000_n1024_m1024  |   2mb    |     1000000     |      1000000       |     1000000     |     1024    |     1024    |      5.160014587       |      11.375400376     | 120.4528724523158  |
|  2mb_s1000000_a1000000_u1000000_n1024_m2048  |   2mb    |     1000000     |      1000000       |     1000000     |     1024    |     2048    |      5.160991051       |      11.229179404     | 117.57796696477938 |
|   2mb_s1000000_a1000000_u1000000_n16_m1024   |   2mb    |     1000000     |      1000000       |     1000000     |      16     |     1024    |      5.163080429       |      10.459011132     | 102.5730816288239  |
|    2mb_s1000000_a1000000_u1000000_n16_m16    |   2mb    |     1000000     |      1000000       |     1000000     |      16     |      16     |      5.161235427       |      10.449388523     | 102.45905599144061 |
|   2mb_s1000000_a1000000_u1000000_n16_m2048   |   2mb    |     1000000     |      1000000       |     1000000     |      16     |     2048    |      5.162784171       |      10.477972962     | 102.95198511020615 |
|   2mb_s1000000_a1000000_u1000000_n16_m512    |   2mb    |     1000000     |      1000000       |     1000000     |      16     |     512     |      5.161835229       |      10.472684615     | 102.88684451147947 |
|    2mb_s1000000_a1000000_u1000000_n16_m64    |   2mb    |     1000000     |      1000000       |     1000000     |      16     |      64     |      5.161332618       |      10.476217564     |  102.97505197523   |
|  2mb_s1000000_a1000000_u1000000_n2048_m2048  |   2mb    |     1000000     |      1000000       |     1000000     |     2048    |     2048    |      5.163485215       |      12.45899121      | 141.29034346426423 |
|  2mb_s1000000_a1000000_u1000000_n512_m1024   |   2mb    |     1000000     |      1000000       |     1000000     |     512     |     1024    |      5.161056244       |      10.787242958     | 109.01231158913912 |
|  2mb_s1000000_a1000000_u1000000_n512_m2048   |   2mb    |     1000000     |      1000000       |     1000000     |     512     |     2048    |      5.159693435       |      10.802843361     | 109.3698685220433  |
|   2mb_s1000000_a1000000_u1000000_n512_m512   |   2mb    |     1000000     |      1000000       |     1000000     |     512     |     512     |      5.162901259       |      10.78707013      | 108.93427142725062 |
|   2mb_s1000000_a1000000_u1000000_n64_m1024   |   2mb    |     1000000     |      1000000       |     1000000     |      64     |     1024    |      5.159772447       |      10.503539474     | 103.56594369015204 |
|   2mb_s1000000_a1000000_u1000000_n64_m2048   |   2mb    |     1000000     |      1000000       |     1000000     |      64     |     2048    |      5.162442051       |      10.507904526     | 103.54522960629744 |
|   2mb_s1000000_a1000000_u1000000_n64_m512    |   2mb    |     1000000     |      1000000       |     1000000     |      64     |     512     |      5.161521688       |      10.492981469     | 103.29240296316276 |
|    2mb_s1000000_a1000000_u1000000_n64_m64    |   2mb    |     1000000     |      1000000       |     1000000     |      64     |      64     |      5.162280338       |      10.504408438     | 103.48388212620156 |
|  2mb_s100000_a1000000_u1000000_n1024_m1024   |   2mb    |      100000     |      1000000       |     1000000     |     1024    |     1024    |      5.162687361       |      10.058289135     | 94.82661706347709  |
|  2mb_s100000_a1000000_u1000000_n1024_m2048   |   2mb    |      100000     |      1000000       |     1000000     |     1024    |     2048    |       5.16024817       |       11.1099165      | 115.29810454833222 |
|   2mb_s100000_a1000000_u1000000_n16_m1024    |   2mb    |      100000     |      1000000       |     1000000     |      16     |     1024    |      5.163488209       |      9.435928569      |  82.7432965287517  |
|    2mb_s100000_a1000000_u1000000_n16_m16     |   2mb    |      100000     |      1000000       |     1000000     |      16     |      16     |      5.159936267       |      10.454903622     | 102.61691387282399 |
|   2mb_s100000_a1000000_u1000000_n16_m2048    |   2mb    |      100000     |      1000000       |     1000000     |      16     |     2048    |      5.162914683       |      9.475574059      | 83.53148639469778  |
|    2mb_s100000_a1000000_u1000000_n16_m512    |   2mb    |      100000     |      1000000       |     1000000     |      16     |     512     |      5.161664661       |      10.492308118     | 103.27372673542227 |
|    2mb_s100000_a1000000_u1000000_n16_m64     |   2mb    |      100000     |      1000000       |     1000000     |      16     |      64     |      5.164254124       |      9.478334707      | 83.53734110316218  |
|  2mb_s100000_a1000000_u1000000_n2048_m2048   |   2mb    |      100000     |      1000000       |     1000000     |     2048    |     2048    |      5.162171334       |      11.765036731     | 127.90868357102075 |
|   2mb_s100000_a1000000_u1000000_n512_m1024   |   2mb    |      100000     |      1000000       |     1000000     |     512     |     1024    |      5.161340074       |      10.763197107     | 108.53493380951747 |
|   2mb_s100000_a1000000_u1000000_n512_m2048   |   2mb    |      100000     |      1000000       |     1000000     |     512     |     2048    |      5.159734291       |      10.832199623     | 109.93715978542429 |
|   2mb_s100000_a1000000_u1000000_n512_m512    |   2mb    |      100000     |      1000000       |     1000000     |     512     |     512     |      5.164986428       |      10.737439293     | 107.88901273372329 |
|   2mb_s100000_a1000000_u1000000_n64_m1024    |   2mb    |      100000     |      1000000       |     1000000     |      64     |     1024    |      5.162534723       |      10.488302768     | 103.16188327553067 |
|   2mb_s100000_a1000000_u1000000_n64_m2048    |   2mb    |      100000     |      1000000       |     1000000     |      64     |     2048    |      5.162535875       |      10.503210219     | 103.45060011810571 |
|    2mb_s100000_a1000000_u1000000_n64_m512    |   2mb    |      100000     |      1000000       |     1000000     |      64     |     512     |      5.163017352       |      9.522857435      | 84.44364575515377  |
|    2mb_s100000_a1000000_u1000000_n64_m64     |   2mb    |      100000     |      1000000       |     1000000     |      64     |      64     |      5.160790863       |      9.487788454      | 83.84369190431967  |
|   2mb_s100000_a100000_u1000000_n1024_m1024   |   2mb    |      100000     |       100000       |     1000000     |     1024    |     1024    |      5.162041016       |      16.886556534     | 227.1294528977838  |
|   2mb_s100000_a100000_u1000000_n1024_m2048   |   2mb    |      100000     |       100000       |     1000000     |     1024    |     2048    |      5.162822701       |      15.375684764     | 197.81547138974668 |
|    2mb_s100000_a100000_u1000000_n16_m1024    |   2mb    |      100000     |       100000       |     1000000     |      16     |     1024    |      5.161932838       |       9.5680025       | 85.35697383670609  |
|     2mb_s100000_a100000_u1000000_n16_m16     |   2mb    |      100000     |       100000       |     1000000     |      16     |      16     |       5.16024315       |      10.535797958     | 104.17250993298637 |
|    2mb_s100000_a100000_u1000000_n16_m2048    |   2mb    |      100000     |       100000       |     1000000     |      16     |     2048    |       5.16243637       |      9.586101311      | 85.68948116642841  |
|    2mb_s100000_a100000_u1000000_n16_m512     |   2mb    |      100000     |       100000       |     1000000     |      16     |     512     |      5.162207798       |      9.569578864      |  85.3776376012518  |
|     2mb_s100000_a100000_u1000000_n16_m64     |   2mb    |      100000     |       100000       |     1000000     |      16     |      64     |      5.164091323       |      10.568031989     | 104.6445604463219  |
|   2mb_s100000_a100000_u1000000_n2048_m2048   |   2mb    |      100000     |       100000       |     1000000     |     2048    |     2048    |      5.161715481       |      22.976005289     | 345.12343567896085 |
|   2mb_s100000_a100000_u1000000_n512_m1024    |   2mb    |      100000     |       100000       |     1000000     |     512     |     1024    |      5.164164044       |      12.217421824     | 136.58082353512472 |
|   2mb_s100000_a100000_u1000000_n512_m2048    |   2mb    |      100000     |       100000       |     1000000     |     512     |     2048    |      5.162554175       |      12.477516149     | 141.69269175756395 |
|    2mb_s100000_a100000_u1000000_n512_m512    |   2mb    |      100000     |       100000       |     1000000     |     512     |     512     |      5.164645962       |      13.237164526     | 156.30342570227086 |
|    2mb_s100000_a100000_u1000000_n64_m1024    |   2mb    |      100000     |       100000       |     1000000     |      64     |     1024    |       5.16303521       |      10.941526286     | 111.92042744174893 |
|    2mb_s100000_a100000_u1000000_n64_m2048    |   2mb    |      100000     |       100000       |     1000000     |      64     |     2048    |      5.163183394       |      10.914548907     | 111.3918502233237  |
|    2mb_s100000_a100000_u1000000_n64_m512     |   2mb    |      100000     |       100000       |     1000000     |      64     |     512     |      5.162545248       |      10.908851676     | 111.30762350656688 |
|     2mb_s100000_a100000_u1000000_n64_m64     |   2mb    |      100000     |       100000       |     1000000     |      64     |      64     |       5.16296021       |      10.755561624     | 108.32160594939005 |
|   2mb_s100000_a100000_u100000_n1024_m1024    |   2mb    |      100000     |       100000       |      100000     |     1024    |     1024    |      5.162425686       |      16.815751583     | 225.73353314513946 |
|   2mb_s100000_a100000_u100000_n1024_m2048    |   2mb    |      100000     |       100000       |      100000     |     1024    |     2048    |      5.163081197       |      15.213791899     | 194.66497462484125 |
|    2mb_s100000_a100000_u100000_n16_m1024     |   2mb    |      100000     |       100000       |      100000     |      16     |     1024    |      5.163011727       |      10.576026606     |  104.842196090561  |
|     2mb_s100000_a100000_u100000_n16_m16      |   2mb    |      100000     |       100000       |      100000     |      16     |      16     |      5.161300059       |      10.51980902      | 103.82091526835605 |
|    2mb_s100000_a100000_u100000_n16_m2048     |   2mb    |      100000     |       100000       |      100000     |      16     |     2048    |      5.160375717       |      9.587878121      |  85.7980629087593  |
|     2mb_s100000_a100000_u100000_n16_m512     |   2mb    |      100000     |       100000       |      100000     |      16     |     512     |      5.178126644       |      10.551475427     | 103.77013063645725 |
|     2mb_s100000_a100000_u100000_n16_m64      |   2mb    |      100000     |       100000       |      100000     |      16     |      64     |      5.162955603       |      10.569422154     | 104.71650284690621 |
|   2mb_s100000_a100000_u100000_n2048_m2048    |   2mb    |      100000     |       100000       |      100000     |     2048    |     2048    |      5.163377265       |      20.277886677     | 292.72525783567744 |
|    2mb_s100000_a100000_u100000_n512_m1024    |   2mb    |      100000     |       100000       |      100000     |     512     |     1024    |      5.161907968       |      12.163608622     | 135.64171808961623 |
|    2mb_s100000_a100000_u100000_n512_m2048    |   2mb    |      100000     |       100000       |      100000     |     512     |     2048    |      5.162235709       |      12.625222725     | 144.56889295056402 |
|    2mb_s100000_a100000_u100000_n512_m512     |   2mb    |      100000     |       100000       |      100000     |     512     |     512     |      5.161962898       |      12.204978956     | 136.44065633886703 |
|    2mb_s100000_a100000_u100000_n64_m1024     |   2mb    |      100000     |       100000       |      100000     |      64     |     1024    |      5.163279289       |      10.922899427     | 111.54965314912293 |
|    2mb_s100000_a100000_u100000_n64_m2048     |   2mb    |      100000     |       100000       |      100000     |      64     |     2048    |      5.162717919       |      9.882903952      | 91.42831560927664  |
|     2mb_s100000_a100000_u100000_n64_m512     |   2mb    |      100000     |       100000       |      100000     |      64     |     512     |      5.161887605       |      10.869989252     | 110.58167251590125 |
|     2mb_s100000_a100000_u100000_n64_m64      |   2mb    |      100000     |       100000       |      100000     |      64     |      64     |       5.17737342       |      10.794346987     | 108.49079468175584 |
|   2mb_s10000_a1000000_u1000000_n1024_m1024   |   2mb    |      10000      |      1000000       |     1000000     |     1024    |     1024    |      5.161463439       |      10.072382692     | 95.14586921013738  |
|   2mb_s10000_a1000000_u1000000_n1024_m2048   |   2mb    |      10000      |      1000000       |     1000000     |     1024    |     2048    |      5.161984903       |      10.046568752     | 94.62607777409848  |
|    2mb_s10000_a1000000_u1000000_n16_m1024    |   2mb    |      10000      |      1000000       |     1000000     |      16     |     1024    |      5.161895674       |       9.47075125      | 83.47428634994142  |
|     2mb_s10000_a1000000_u1000000_n16_m16     |   2mb    |      10000      |      1000000       |     1000000     |      16     |      16     |      5.160796091       |      9.475246381      | 83.60047973071525  |
|    2mb_s10000_a1000000_u1000000_n16_m2048    |   2mb    |      10000      |      1000000       |     1000000     |      16     |     2048    |      5.164902088       |      9.449908925      |  82.9639509905846  |
|    2mb_s10000_a1000000_u1000000_n16_m512     |   2mb    |      10000      |      1000000       |     1000000     |      16     |     512     |       5.16223429       |      9.467787805      | 83.40484513344319  |
|     2mb_s10000_a1000000_u1000000_n16_m64     |   2mb    |      10000      |      1000000       |     1000000     |      16     |      64     |      5.163016852       |      9.474614013      | 83.50925988804036  |
|   2mb_s10000_a1000000_u1000000_n2048_m2048   |   2mb    |      10000      |      1000000       |     1000000     |     2048    |     2048    |      5.162004432       |      10.722869986     | 107.72686515973142 |
|   2mb_s10000_a1000000_u1000000_n512_m1024    |   2mb    |      10000      |      1000000       |     1000000     |     512     |     1024    |      5.161897442       |      9.746554558      | 88.81728409977192  |
|   2mb_s10000_a1000000_u1000000_n512_m2048    |   2mb    |      10000      |      1000000       |     1000000     |     512     |     2048    |      5.162356578       |      9.786887851      | 89.58178698286734  |
|    2mb_s10000_a1000000_u1000000_n512_m512    |   2mb    |      10000      |      1000000       |     1000000     |     512     |     512     |      5.161335922       |      9.735349384      | 88.62072787208905  |
|    2mb_s10000_a1000000_u1000000_n64_m1024    |   2mb    |      10000      |      1000000       |     1000000     |      64     |     1024    |      5.161315302       |      9.521288994      | 84.47408144800839  |
|    2mb_s10000_a1000000_u1000000_n64_m2048    |   2mb    |      10000      |      1000000       |     1000000     |      64     |     2048    |      5.162551147       |      9.512695591      | 84.26346432476322  |
|    2mb_s10000_a1000000_u1000000_n64_m512     |   2mb    |      10000      |      1000000       |     1000000     |      64     |     512     |      5.162864092       |      9.527535651      | 84.53973378387354  |
|     2mb_s10000_a1000000_u1000000_n64_m64     |   2mb    |      10000      |      1000000       |     1000000     |      64     |      64     |      5.160003731       |      9.491384789      | 83.94143267723153  |
|   2mb_s10000_a100000_u1000000_n1024_m1024    |   2mb    |      10000      |       100000       |     1000000     |     1024    |     1024    |      5.161891064       |      15.961483115     | 209.21774437121292 |
|   2mb_s10000_a100000_u1000000_n1024_m2048    |   2mb    |      10000      |       100000       |     1000000     |     1024    |     2048    |      5.161849786       |      15.723427049     | 204.60838073291424 |
|    2mb_s10000_a100000_u1000000_n16_m1024     |   2mb    |      10000      |       100000       |     1000000     |      16     |     1024    |      5.160884132       |      10.551821177     | 104.45762600197826 |
|     2mb_s10000_a100000_u1000000_n16_m16      |   2mb    |      10000      |       100000       |     1000000     |      16     |      16     |      5.162805753       |      9.522790835      | 84.44991523197446  |
|    2mb_s10000_a100000_u1000000_n16_m2048     |   2mb    |      10000      |       100000       |     1000000     |      16     |     2048    |       5.17914043       |      10.746299427     | 107.49194914183857 |
|     2mb_s10000_a100000_u1000000_n16_m512     |   2mb    |      10000      |       100000       |     1000000     |      16     |     512     |      5.162454182       |      10.367079112     | 100.81687403923192 |
|     2mb_s10000_a100000_u1000000_n16_m64      |   2mb    |      10000      |       100000       |     1000000     |      16     |      64     |       5.16138967       |       9.62057136      | 86.39498226453418  |
|   2mb_s10000_a100000_u1000000_n2048_m2048    |   2mb    |      10000      |       100000       |     1000000     |     2048    |     2048    |      5.160291979       |      21.668610533     | 319.91055198390353 |
|    2mb_s10000_a100000_u1000000_n512_m1024    |   2mb    |      10000      |       100000       |     1000000     |     512     |     1024    |       5.16118908       |      12.194177895     | 136.2668312667204  |
|    2mb_s10000_a100000_u1000000_n512_m2048    |   2mb    |      10000      |       100000       |     1000000     |     512     |     2048    |      5.163490482       |       13.4017357      | 159.54798884046824 |
|    2mb_s10000_a100000_u1000000_n512_m512     |   2mb    |      10000      |       100000       |     1000000     |     512     |     512     |       5.16331962       |      12.127500362     | 134.87797104452733 |
|    2mb_s10000_a100000_u1000000_n64_m1024     |   2mb    |      10000      |       100000       |     1000000     |      64     |     1024    |      5.162030068       |      11.094953136     | 114.93391146205934 |
|    2mb_s10000_a100000_u1000000_n64_m2048     |   2mb    |      10000      |       100000       |     1000000     |      64     |     2048    |      5.161586665       |      11.276660946     | 118.47276192155152 |
|     2mb_s10000_a100000_u1000000_n64_m512     |   2mb    |      10000      |       100000       |     1000000     |      64     |     512     |      5.161083682       |      10.563165226     | 104.66952052803396 |
|     2mb_s10000_a100000_u1000000_n64_m64      |   2mb    |      10000      |       100000       |     1000000     |      64     |      64     |      5.161229977       |      9.801151747      | 89.89953539518476  |
|    2mb_s10000_a100000_u100000_n1024_m1024    |   2mb    |      10000      |       100000       |      100000     |     1024    |     1024    |      5.161817262       |      15.037698223     | 191.32566031935596 |
|    2mb_s10000_a100000_u100000_n1024_m2048    |   2mb    |      10000      |       100000       |      100000     |     1024    |     2048    |      5.163817772       |      15.805185119     | 206.07557851288175 |
|     2mb_s10000_a100000_u100000_n16_m1024     |   2mb    |      10000      |       100000       |      100000     |      16     |     1024    |      5.161720526       |      10.673087182     | 106.7738291571348  |
|      2mb_s10000_a100000_u100000_n16_m16      |   2mb    |      10000      |       100000       |      100000     |      16     |      16     |       5.16146314       |      9.516212177      | 84.37043758487441  |
|     2mb_s10000_a100000_u100000_n16_m2048     |   2mb    |      10000      |       100000       |      100000     |      16     |     2048    |      5.162389059       |      10.284039498     | 99.21085723035586  |
|     2mb_s10000_a100000_u100000_n16_m512      |   2mb    |      10000      |       100000       |      100000     |      16     |     512     |       5.16481952       |      10.522508524     | 103.73429281029358 |
|      2mb_s10000_a100000_u100000_n16_m64      |   2mb    |      10000      |       100000       |      100000     |      16     |      64     |      5.161374251       |      9.610946403      | 86.20905858818337  |
|    2mb_s10000_a100000_u100000_n2048_m2048    |   2mb    |      10000      |       100000       |      100000     |     2048    |     2048    |      5.159988734       |      22.991226325     | 345.56737446938774 |
|    2mb_s10000_a100000_u100000_n512_m1024     |   2mb    |      10000      |       100000       |      100000     |     512     |     1024    |      5.162008993       |      12.115869845     | 134.71229634488938 |
|    2mb_s10000_a100000_u100000_n512_m2048     |   2mb    |      10000      |       100000       |      100000     |     512     |     2048    |      5.161932849       |      13.228379061     | 156.26794164055576 |
|     2mb_s10000_a100000_u100000_n512_m512     |   2mb    |      10000      |       100000       |      100000     |     512     |     512     |      5.160432123       |      12.097697451     | 134.43186854605975 |
|     2mb_s10000_a100000_u100000_n64_m1024     |   2mb    |      10000      |       100000       |      100000     |      64     |     1024    |      5.162088966       |      10.866447127     | 110.50484016396554 |
|     2mb_s10000_a100000_u100000_n64_m2048     |   2mb    |      10000      |       100000       |      100000     |      64     |     2048    |      5.160057004       |      10.725056049     | 107.84762727787884 |
|     2mb_s10000_a100000_u100000_n64_m512      |   2mb    |      10000      |       100000       |      100000     |      64     |     512     |      5.158560754       |      10.630577831     | 106.07642980179972 |
|      2mb_s10000_a100000_u100000_n64_m64      |   2mb    |      10000      |       100000       |      100000     |      64     |      64     |       5.16023017       |      9.758278072      | 89.10548077354463  |
|    2mb_s10000_a10000_u1000000_n1024_m1024    |   2mb    |      10000      |       10000        |     1000000     |     1024    |     1024    |      5.163403727       |      54.54601684      | 956.3965113704538  |
|    2mb_s10000_a10000_u1000000_n1024_m2048    |   2mb    |      10000      |       10000        |     1000000     |     1024    |     2048    |      5.161893819       |      55.128171574     | 967.9834476850946  |
|     2mb_s10000_a10000_u1000000_n16_m1024     |   2mb    |      10000      |       10000        |     1000000     |      16     |     1024    |      5.160521042       |      10.05705457      | 94.88447945756869  |
|      2mb_s10000_a10000_u1000000_n16_m16      |   2mb    |      10000      |       10000        |     1000000     |      16     |      16     |      5.159427695       |      9.850551833      | 90.92334296197558  |
|     2mb_s10000_a10000_u1000000_n16_m2048     |   2mb    |      10000      |       10000        |     1000000     |      16     |     2048    |      5.163991033       |      10.095479534     | 95.49761937009158  |
|     2mb_s10000_a10000_u1000000_n16_m512      |   2mb    |      10000      |       10000        |     1000000     |      16     |     512     |      5.161419038       |      10.060132606     | 94.91020845108913  |
|      2mb_s10000_a10000_u1000000_n16_m64      |   2mb    |      10000      |       10000        |     1000000     |      16     |      64     |      5.163691347       |      10.068601253     | 94.98844095028363  |
|    2mb_s10000_a10000_u1000000_n2048_m2048    |   2mb    |      10000      |       10000        |     1000000     |     2048    |     2048    |      5.164142291       |      97.450481828     | 1787.0603545885135 |
|    2mb_s10000_a10000_u1000000_n512_m1024     |   2mb    |      10000      |       10000        |     1000000     |     512     |     1024    |      5.163151094       |      31.263240875     |  505.506991870341  |
|    2mb_s10000_a10000_u1000000_n512_m2048     |   2mb    |      10000      |       10000        |     1000000     |     512     |     2048    |      5.160406728       |      34.513067253     | 568.8051750985936  |
|     2mb_s10000_a10000_u1000000_n512_m512     |   2mb    |      10000      |       10000        |     1000000     |     512     |     512     |      5.162026932       |      31.256918538     | 505.51637854182354 |
|     2mb_s10000_a10000_u1000000_n64_m1024     |   2mb    |      10000      |       10000        |     1000000     |      64     |     1024    |      5.163746745       |      11.838572995     | 129.26323810251077 |
|     2mb_s10000_a10000_u1000000_n64_m2048     |   2mb    |      10000      |       10000        |     1000000     |      64     |     2048    |      5.161100817       |      11.859117945     | 129.77884690679932 |
|     2mb_s10000_a10000_u1000000_n64_m512      |   2mb    |      10000      |       10000        |     1000000     |      64     |     512     |      5.159025354       |      11.909775382     | 130.85320510715985 |
|      2mb_s10000_a10000_u1000000_n64_m64      |   2mb    |      10000      |       10000        |     1000000     |      64     |      64     |        5.161822        |      11.266647445     | 118.26880983110229 |
|    2mb_s10000_a10000_u100000_n1024_m1024     |   2mb    |      10000      |       10000        |      100000     |     1024    |     1024    |      5.159481013       |      54.348851719     | 953.3782677377983  |
|    2mb_s10000_a10000_u100000_n1024_m2048     |   2mb    |      10000      |       10000        |      100000     |     1024    |     2048    |       5.16185603       |      52.909940445     | 925.0177482187544  |
|     2mb_s10000_a10000_u100000_n16_m1024      |   2mb    |      10000      |       10000        |      100000     |      16     |     1024    |      5.163411141       |      10.077039864     | 95.16245344058298  |
|      2mb_s10000_a10000_u100000_n16_m16       |   2mb    |      10000      |       10000        |      100000     |      16     |      16     |      5.162625085       |      9.880074231      | 91.37694619170665  |
|     2mb_s10000_a10000_u100000_n16_m2048      |   2mb    |      10000      |       10000        |      100000     |      16     |     2048    |      5.162721612       |      10.125831193     |  96.1335891027703  |
|      2mb_s10000_a10000_u100000_n16_m512      |   2mb    |      10000      |       10000        |      100000     |      16     |     512     |      5.162944854       |      10.115259879     | 95.92035485645727  |
|      2mb_s10000_a10000_u100000_n16_m64       |   2mb    |      10000      |       10000        |      100000     |      16     |      64     |      5.164508971       |      10.03791543      | 94.36340388535265  |
